AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.690,3.800,100.0,0.00,15.84,7.310,13.15
25-29,16.67,0.00,5.650,0.00,0.00,13.74,8.210,12.45
30-34,0.00,0.00,4.440,0.00,0.00,20.53,16.47,18.89
35-39,0.00,0.00,1.430,0.00,33.33,27.48,19.85,25.51
40-44,33.33,0.00,3.370,0.00,0.00,28.47,18.92,26.09
45-49,0.00,0.00,8.000,0.00,0.00,32.86,15.28,30.09
50-54,25.00,9.090,5.360,0.00,50.00,35.96,12.86,33.33
55-59,0.00,0.00,7.140,0.00,0.00,39.27,20.35,36.96
60-64,0.00,0.00,9.520,0.00,25.00,42.16,21.51,40.23
65-OVER,16.67,12.50,12.00,0.00,7.690,45.31,28.09,43.84
TOTAL,12.12,2.750,5.240,14.29,7.370,32.41,15.64,29.65
