AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.31,9.09,0.00,0.00,15.21,8.00,8.43
25-29,0.00,2.74,0.00,0.00,0.00,13.47,8.00,6.97
30-34,0.00,4.14,33.33,0.00,0.00,20.35,0.00,11.37
35-39,0.00,8.74,0.00,0.00,16.67,23.30,3.70,14.99
40-44,0.00,11.66,16.67,0.00,0.00,28.86,8.33,20.63
45-49,0.00,14.04,25.00,0.00,0.00,29.71,20.83,22.81
50-54,0.00,19.73,16.67,0.00,0.00,36.70,13.33,28.46
55-59,0.00,24.51,0.00,0.00,50.00,42.27,5.56,34.14
60-64,25.00,21.50,50.00,0.00,50.00,46.97,14.29,37.20
65-OVER,20.00,26.74,15.38,0.00,0.00,51.44,25.53,44.21
TOTAL,5.71,13.18,15.71,0.00,7.69,36.25,12.66,25.69
