AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,12.50,5.560,5.000,0.00,0.00,8.400,4.300,7.700
25-29,0.00,0.00,0.00,0.00,12.50,9.140,0.960,8.330
30-34,0.00,0.00,0.00,0.00,0.00,10.93,1.410,10.09
35-39,0.00,6.250,0.00,0.00,0.00,15.12,8.820,14.63
40-44,11.11,0.00,20.00,0.00,20.00,19.87,10.34,19.28
45-49,0.00,22.22,5.880,0.00,16.67,21.90,2.080,21.07
50-54,0.00,10.00,0.00,0.00,0.00,22.70,10.71,21.84
55-59,0.00,25.00,4.760,0.00,50.00,21.97,4.760,21.15
60-64,0.00,0.00,16.67,0.00,0.00,25.84,10.87,25.07
65-OVER,22.22,14.29,18.52,0.00,12.50,33.18,13.98,32.61
TOTAL,5.880,8.970,6.940,0.00,7.940,22.57,6.190,21.58
