PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLW,0.00,100.0,20.00,0.00,0.00,36.37,25.64,35.81
FAIR,20.00,0.00,0.00,50.00,33.33,25.62,16.22,25.17
FLIN,0.00,0.00,8.330,0.00,33.33,34.32,23.47,33.70
HEMP,0.00,0.00,0.00,0.00,0.00,31.73,26.32,31.02
HOTH,0.00,0.00,0.00,0.00,0.00,33.65,22.86,33.09
MINE,0.00,100.0,0.00,0.00,0.00,34.72,28.07,34.36
MOBI,0.00,0.00,0.00,0.00,0.00,34.09,11.11,33.30
MORG,37.50,14.29,0.00,33.33,42.86,37.09,13.85,36.05
NOON,0.00,0.00,50.00,0.00,0.00,36.43,25.81,35.85
SKEN,0.00,0.00,0.00,0.00,0.00,39.85,30.00,39.36
SUGC,50.00,50.00,0.00,100.0,40.00,34.62,13.92,33.72
TOCC,25.00,0.00,14.29,0.00,57.14,34.53,24.30,33.98
TOTAL,22.86,13.33,8.820,21.43,26.67,34.27,21.35,33.62
